676	ISW-_E_00001_SE_01_T_03_DF_01	w500	ich	ich	ich	NONE
677	ISW-_E_00001_SE_01_T_03_DF_01	w501	hab	hab	haben	NONE
678	ISW-_E_00001_SE_01_T_03_DF_01	w502	auch	auch	auch	NONE
679	ISW-_E_00001_SE_01_T_03_DF_01	w503	hier	hier	hier	NONE
680	ISW-_E_00001_SE_01_T_03_DF_01	w504	mal	mal	mal	B-TIME
681	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
682	ISW-_E_00001_SE_01_T_03_DF_01	w505	eh	eh	eh	NONE
683	ISW-_E_00001_SE_01_T_03_DF_01	w506	ausgeholfen	ausgeholfen	aushelfen	NONE
684	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
685	ISW-_E_00001_SE_01_T_03_DF_01	w507	volontär	volontär	volontär	NONE
686	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
687	ISW-_E_00001_SE_01_T_03_DF_01	w508	Da	Da	da	NONE
688	ISW-_E_00001_SE_01_T_03_DF_01	w509	kann	kann	können	NONE
689	ISW-_E_00001_SE_01_T_03_DF_01	w510	man	man	man	NONE
690	ISW-_E_00001_SE_01_T_03_DF_01	/	NONE	NONE	NONE	NONE
691	ISW-_E_00001_SE_01_T_03_DF_01	w511	Das	Das	die	NONE
692	ISW-_E_00001_SE_01_T_03_DF_01	w512	kann	kann	können	NONE
693	ISW-_E_00001_SE_01_T_03_DF_01	w513	man	man	man	NONE
694	ISW-_E_00001_SE_01_T_03_DF_01	w514	in	in	in	NONE
695	ISW-_E_00001_SE_01_T_03_DF_01	w515	Spitälern	Spitälern	Spital	NONE
696	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
697	ISW-_E_00001_SE_01_T_03_DF_01	w516	Da	Da	da	NONE
698	ISW-_E_00001_SE_01_T_03_DF_01	w517	sind	sind	sein	NONE
699	ISW-_E_00001_SE_01_T_03_DF_01	w518	sie	sie	sie	NONE
700	ISW-_E_00001_SE_01_T_03_DF_01	w519	ganz	ganz	ganz	NONE
701	ISW-_E_00001_SE_01_T_03_DF_01	w520	froh	froh	froh	NONE
702	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
703	ISW-_E_00001_SE_01_T_03_DF_01	w521	wenn	wenn	wenn	NONE
704	ISW-_E_00001_SE_01_T_03_DF_01	w522	man	man	man	NONE
705	ISW-_E_00001_SE_01_T_03_DF_01	w523	kommt	kommt	kommen	NONE
706	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
707	ISW-_E_00001_SE_01_T_03_DF_01	w524	so	so	so	NONE
708	ISW-_E_00001_SE_01_T_03_DF_01	w525	ohne	ohne	ohne	NONE
709	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
710	ISW-_E_00001_SE_01_T_03_DF_01	w526	ohne	ohne	ohne	NONE
711	ISW-_E_00001_SE_01_T_03_DF_01	w527	Gehalt	Gehalt	Gehalt	NONE
712	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
713	ISW-_E_00001_SE_01_T_03_DF_01	w528	zu	zu	zu	NONE
714	ISW-_E_00001_SE_01_T_03_DF_01	w529	verlangen	verlangen	verlangen	NONE
715	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
716	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
717	ISW-_E_00001_SE_01_T_03_DF_01	w530	Also	Also	also	NONE
718	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
719	ISW-_E_00001_SE_01_T_03_DF_01	w531	was	was	was	NONE
720	ISW-_E_00001_SE_01_T_03_DF_01	w532	da	da	da	NONE
721	ISW-_E_00001_SE_01_T_03_DF_01	w533	vorgeht	vorgeht	vorgehen	NONE
722	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
723	ISW-_E_00001_SE_01_T_03_DF_01	w534	weiß	weiß	wissen	NONE
724	ISW-_E_00001_SE_01_T_03_DF_01	w535	ich	ich	ich	NONE
725	ISW-_E_00001_SE_01_T_03_DF_01	w536	schon	schon	schon	NONE
726	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
727	ISW-_E_00001_SE_01_T_03_DF_01	w537	jetzt	jetzt	jetzt	B-TIME
728	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
729	ISW-_E_00001_SE_01_T_03_DF_01	w538	mehr	mehr	mehr	NONE
730	ISW-_E_00001_SE_01_T_03_DF_01	w539	oder	oder	oder	NONE
731	ISW-_E_00001_SE_01_T_03_DF_01	w540	weniger	weniger	wenige	NONE
732	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
733	ISW-_E_00001_SE_01_T_03_DF_01	w541	Aber	Aber	aber	NONE
734	ISW-_E_00001_SE_01_T_03_DF_01	w542	das	das	die	NONE
735	ISW-_E_00001_SE_01_T_03_DF_01	w543	mit	mit	mit	NONE
736	ISW-_E_00001_SE_01_T_03_DF_01	w544	der	der	die	NONE
737	ISW-_E_00001_SE_01_T_03_DF_01	w545	Stillerei	Stillerei	Stillerei	NONE
738	ISW-_E_00001_SE_01_T_03_DF_01	w546	bis	bis	bis	NONE
739	ISW-_E_00001_SE_01_T_03_DF_01	w547	über	über	über	NONE
740	ISW-_E_00001_SE_01_T_03_DF_01	w548	ein	ein	eine	B-AGE
741	ISW-_E_00001_SE_01_T_03_DF_01	w549	Jahr	Jahr	Jahr	I-AGE
742	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
743	ISW-_E_00001_SE_01_T_03_DF_01	w550	das	das	die	NONE
744	ISW-_E_00001_SE_01_T_03_DF_01	w551	ist	ist	sein	NONE
745	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
746	ISW-_E_00001_SE_01_T_03_DF_01	w552	vollkommen	vollkommen	vollkommen	NONE
747	ISW-_E_00001_SE_01_T_03_DF_01	w553	neu	neu	neu	NONE
748	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
749	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
750	ISW-_E_00001_SE_01_T_03_DF_01	w554	Man	Man	man	NONE
751	ISW-_E_00001_SE_01_T_03_DF_01	w555	behauptet	behauptet	behaupten	NONE
752	ISW-_E_00001_SE_01_T_03_DF_01	w556	nicht	nicht	nicht	NONE
753	ISW-_E_00001_SE_01_T_03_DF_01	w557	nur	nur	nur	NONE
754	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
755	ISW-_E_00001_SE_01_T_03_DF_01	w558	dass	dass	dass	NONE
756	ISW-_E_00001_SE_01_T_03_DF_01	w559	sie	sie	sie	NONE
757	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
758	ISW-_E_00001_SE_01_T_03_DF_01	w560	also	also	also	NONE
759	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
760	ISW-_E_00001_SE_01_T_03_DF_01	w561	v	v	v	NONE
761	ISW-_E_00001_SE_01_T_03_DF_01	/	NONE	NONE	NONE	NONE
762	ISW-_E_00001_SE_01_T_03_DF_01	w562	viel	viel	viel	NONE
763	ISW-_E_00001_SE_01_T_03_DF_01	w563	gesünder	gesünder	gesund	NONE
764	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
765	ISW-_E_00001_SE_01_T_03_DF_01	w564	dadurch	dadurch	dadurch	NONE
766	ISW-_E_00001_SE_01_T_03_DF_01	w565	bleiben	bleiben	bleiben	NONE
767	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
768	ISW-_E_00001_SE_01_T_03_DF_01	w566	was	was	was	NONE
769	ISW-_E_00001_SE_01_T_03_DF_01	w567	mir	mir	ich	NONE
770	ISW-_E_00001_SE_01_T_03_DF_01	w568	einleuchtet	einleuchtet	einleuchten	NONE
771	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
772	ISW-_E_00001_SE_01_T_03_DF_01	w569	Aber	Aber	aber	NONE
773	ISW-_E_00001_SE_01_T_03_DF_01	w570	sie	sie	sie	NONE
774	ISW-_E_00001_SE_01_T_03_DF_01	(	NONE	NONE	NONE	NONE
775	ISW-_E_00001_SE_01_T_03_DF_01	w571	LACHEND	LACHEND	lachend	NONE
776	ISW-_E_00001_SE_01_T_03_DF_01	)	NONE	NONE	NONE	NONE
777	ISW-_E_00001_SE_01_T_03_DF_01	w572	behaupten	behaupten	behaupten	NONE
778	ISW-_E_00001_SE_01_T_03_DF_01	w573	auch	auch	auch	NONE
779	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
780	ISW-_E_00001_SE_01_T_03_DF_01	w574	dass	dass	dass	NONE
781	ISW-_E_00001_SE_01_T_03_DF_01	w575	die	die	die	NONE
782	ISW-_E_00001_SE_01_T_03_DF_01	w576	Kinder	Kinder	Kind	NONE
783	ISW-_E_00001_SE_01_T_03_DF_01	w577	intelligenter	intelligenter	intelligent	NONE
784	ISW-_E_00001_SE_01_T_03_DF_01	w578	sind	sind	sein	NONE
785	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
786	ISW-_E_00001_SE_01_T_03_DF_01	(	NONE	NONE	NONE	NONE
787	ISW-_E_00001_SE_01_T_03_DF_01	w579	LACHEND	LACHEND	lachend	NONE
788	ISW-_E_00001_SE_01_T_03_DF_01	)	NONE	NONE	NONE	NONE
789	ISW-_E_00001_SE_01_T_03_DF_01	w580	Und	Und	und	NONE
790	ISW-_E_00001_SE_01_T_03_DF_01	w581	ob	ob	ob	NONE
791	ISW-_E_00001_SE_01_T_03_DF_01	w582	das	das	die	NONE
792	ISW-_E_00001_SE_01_T_03_DF_01	w583	stimmt	stimmt	stimmen	NONE
793	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
794	ISW-_E_00001_SE_01_T_03_DF_01	w584	das	das	die	NONE
795	ISW-_E_00001_SE_01_T_03_DF_01	w585	weiß	weiß	wissen	NONE
796	ISW-_E_00001_SE_01_T_03_DF_01	w586	ich	ich	ich	NONE
797	ISW-_E_00001_SE_01_T_03_DF_01	w587	wirklich	wirklich	wirklich	NONE
798	ISW-_E_00001_SE_01_T_03_DF_01	w588	nicht	nicht	nicht	NONE
799	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
800	ISW-_E_00001_SE_01_T_03_DF_01	w589	Aber	Aber	aber	NONE
801	ISW-_E_00001_SE_01_T_03_DF_01	w590	es	es	es	NONE
802	ISW-_E_00001_SE_01_T_03_DF_01	w591	könnt	könnt	können	NONE
803	ISW-_E_00001_SE_01_T_03_DF_01	w592	sein	sein	sein	NONE
804	ISW-_E_00001_SE_01_T_03_DF_01	?	NONE	NONE	NONE	NONE
805	ISW-_E_00001_SE_01_T_03_DF_01	w593	Ich	Ich	ich	NONE
806	ISW-_E_00001_SE_01_T_03_DF_01	w594	weiß	weiß	wissen	NONE
807	ISW-_E_00001_SE_01_T_03_DF_01	w595	nicht	nicht	nicht	NONE
808	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
809	ISW-_E_00001_SE_01_T_03_DF_01	NONE	NONE	NONE	NONE	NONE
810	ISW-_E_00001_SE_01_T_03_DF_01	IR	NONE	NONE	NONE	NONE
811	ISW-_E_00001_SE_01_T_03_DF_01	w596	Ist	Ist	sein	NONE
812	ISW-_E_00001_SE_01_T_03_DF_01	w597	vielleicht	vielleicht	vielleicht	NONE
813	ISW-_E_00001_SE_01_T_03_DF_01	w598	eine	eine	eine	NONE
814	ISW-_E_00001_SE_01_T_03_DF_01	w599	besondere	besondere	besonder	NONE
815	ISW-_E_00001_SE_01_T_03_DF_01	w600	Form	Form	Form	NONE
816	ISW-_E_00001_SE_01_T_03_DF_01	w601	der	der	die	NONE
817	ISW-_E_00001_SE_01_T_03_DF_01	w602	Zuneigung	Zuneigung	Zuneigung	NONE
818	ISW-_E_00001_SE_01_T_03_DF_01	(	NONE	NONE	NONE	NONE
819	ISW-_E_00001_SE_01_T_03_DF_01	…	NONE	NONE	NONE	NONE
820	ISW-_E_00001_SE_01_T_03_DF_01	)	NONE	NONE	NONE	NONE
821	ISW-_E_00001_SE_01_T_03_DF_01	?	NONE	NONE	NONE	NONE
822	ISW-_E_00001_SE_01_T_03_DF_01	NONE	NONE	NONE	NONE	NONE
823	ISW-_E_00001_SE_01_T_03_DF_01	MA	NONE	NONE	NONE	NONE
824	ISW-_E_00001_SE_01_T_03_DF_01	(	NONE	NONE	NONE	NONE
825	ISW-_E_00001_SE_01_T_03_DF_01	w603	LACHT	LACHT	lachen	NONE
826	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
827	ISW-_E_00001_SE_01_T_03_DF_01	w604	LACHEND	LACHEND	lachend	NONE
828	ISW-_E_00001_SE_01_T_03_DF_01	)	NONE	NONE	NONE	NONE
829	ISW-_E_00001_SE_01_T_03_DF_01	w605	Ich	Ich	ich	NONE
830	ISW-_E_00001_SE_01_T_03_DF_01	w606	hab	hab	haben	NONE
831	ISW-_E_00001_SE_01_T_03_DF_01	w607	keine	keine	keine	NONE
832	ISW-_E_00001_SE_01_T_03_DF_01	w608	Ahnung	Ahnung	Ahnung	NONE
833	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
834	ISW-_E_00001_SE_01_T_03_DF_01	w609	ich	ich	ich	NONE
835	ISW-_E_00001_SE_01_T_03_DF_01	w610	weiß	weiß	wissen	NONE
836	ISW-_E_00001_SE_01_T_03_DF_01	w611	nicht	nicht	nicht	NONE
837	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
838	ISW-_E_00001_SE_01_T_03_DF_01	w612	Ich	Ich	ich	NONE
839	ISW-_E_00001_SE_01_T_03_DF_01	w613	kann	kann	können	NONE
840	ISW-_E_00001_SE_01_T_03_DF_01	w614	da	da	da	NONE
841	ISW-_E_00001_SE_01_T_03_DF_01	w615	nichts	nichts	nichts	NONE
842	ISW-_E_00001_SE_01_T_03_DF_01	w616	sagen	sagen	sagen	NONE
843	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
844	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
845	ISW-_E_00001_SE_01_T_03_DF_01	w617	Aber	Aber	aber	NONE
846	ISW-_E_00001_SE_01_T_03_DF_01	w618	die	die	die	NONE
847	ISW-_E_00001_SE_01_T_03_DF_01	w619	wenigsten	wenigsten	wenigste	NONE
848	ISW-_E_00001_SE_01_T_03_DF_01	w620	Mütter	Mütter	Mutter	NONE
849	ISW-_E_00001_SE_01_T_03_DF_01	w621	werden	werden	werden	NONE
850	ISW-_E_00001_SE_01_T_03_DF_01	w622	das	das	die	NONE
851	ISW-_E_00001_SE_01_T_03_DF_01	w623	werden	werden	werden	NONE
852	ISW-_E_00001_SE_01_T_03_DF_01	w624	das	das	die	NONE
853	ISW-_E_00001_SE_01_T_03_DF_01	w625	durchhalten	durchhalten	durchhalten	NONE
854	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
855	ISW-_E_00001_SE_01_T_03_DF_01	w626	oder	oder	oder	NONE
856	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
857	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
858	ISW-_E_00001_SE_01_T_03_DF_01	w627	Denn	Denn	denn	NONE
859	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
860	ISW-_E_00001_SE_01_T_03_DF_01	w628	die	die	die	NONE
861	ISW-_E_00001_SE_01_T_03_DF_01	w629	meisten	meisten	meist	NONE
862	ISW-_E_00001_SE_01_T_03_DF_01	w630	Mütter	Mütter	Mutter	NONE
863	ISW-_E_00001_SE_01_T_03_DF_01	w631	arbeiten	arbeiten	arbeiten	NONE
864	ISW-_E_00001_SE_01_T_03_DF_01	w632	doch	doch	doch	NONE
865	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
866	ISW-_E_00001_SE_01_T_03_DF_01	w633	Na	Na	na	NONE
867	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
868	ISW-_E_00001_SE_01_T_03_DF_01	w634	wie	wie	wie	NONE
869	ISW-_E_00001_SE_01_T_03_DF_01	w635	sollen	sollen	sollen	NONE
870	ISW-_E_00001_SE_01_T_03_DF_01	w636	denn	denn	denn	NONE
871	ISW-_E_00001_SE_01_T_03_DF_01	w637	die	die	die	NONE
872	ISW-_E_00001_SE_01_T_03_DF_01	w638	das	das	die	NONE
873	ISW-_E_00001_SE_01_T_03_DF_01	w639	machen	machen	machen	NONE
874	ISW-_E_00001_SE_01_T_03_DF_01	?	NONE	NONE	NONE	NONE
875	ISW-_E_00001_SE_01_T_03_DF_01	(--)	NONE	NONE	NONE	NONE
876	ISW-_E_00001_SE_01_T_03_DF_01	w640	Also	Also	also	NONE
877	ISW-_E_00001_SE_01_T_03_DF_01	=	NONE	NONE	NONE	NONE
878	ISW-_E_00001_SE_01_T_03_DF_01	w641	Selbständige	Selbständige	Selbständige	NONE
879	ISW-_E_00001_SE_01_T_03_DF_01	w642	können	können	können	NONE
880	ISW-_E_00001_SE_01_T_03_DF_01	w643	das	das	die	NONE
881	ISW-_E_00001_SE_01_T_03_DF_01	w644	machen	machen	machen	NONE
882	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
883	ISW-_E_00001_SE_01_T_03_DF_01	w645	nehmen	nehmen	nehmen	NONE
884	ISW-_E_00001_SE_01_T_03_DF_01	w646	das	das	die	NONE
885	ISW-_E_00001_SE_01_T_03_DF_01	w647	Kind	Kind	Kind	NONE
886	ISW-_E_00001_SE_01_T_03_DF_01	w648	mit	mit	mit	NONE
887	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
888	ISW-_E_00001_SE_01_T_03_DF_01	w649	oder	oder	oder	NONE
889	ISW-_E_00001_SE_01_T_03_DF_01	w650	so	so	so	NONE
890	ISW-_E_00001_SE_01_T_03_DF_01	w651	irgendwie	irgendwie	irgendwie	NONE
891	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
892	ISW-_E_00001_SE_01_T_03_DF_01	w652	aber	aber	aber	NONE
893	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
894	ISW-_E_00001_SE_01_T_03_DF_01	w653	war	war	sein	NONE
895	ISW-_E_00001_SE_01_T_03_DF_01	w654	doch	doch	doch	NONE
896	ISW-_E_00001_SE_01_T_03_DF_01	w655	nicht	nicht	nicht	NONE
897	ISW-_E_00001_SE_01_T_03_DF_01	w656	in	in	in	NONE
898	ISW-_E_00001_SE_01_T_03_DF_01	w657	Österreich	Österreich	Österreich	B-GPE
899	ISW-_E_00001_SE_01_T_03_DF_01	w658	einmal	einmal	einmal	B-TIME
900	ISW-_E_00001_SE_01_T_03_DF_01	w659	eine	eine	eine	NONE
901	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
902	ISW-_E_00001_SE_01_T_03_DF_01	w660	eine	eine	eine	NONE
903	ISW-_E_00001_SE_01_T_03_DF_01	w661	Parlamentsabgeordnete	Parlamentsabgeordnete	Parlamentsabgeordnete	NONE
904	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
905	ISW-_E_00001_SE_01_T_03_DF_01	w662	die	die	die	NONE
906	ISW-_E_00001_SE_01_T_03_DF_01	w663	das	das	die	NONE
907	ISW-_E_00001_SE_01_T_03_DF_01	w664	Kind	Kind	Kind	NONE
908	ISW-_E_00001_SE_01_T_03_DF_01	w665	mitgebracht	mitgebracht	mitbringen	NONE
909	ISW-_E_00001_SE_01_T_03_DF_01	w666	hat	hat	haben	NONE
910	ISW-_E_00001_SE_01_T_03_DF_01	?	NONE	NONE	NONE	NONE
911	ISW-_E_00001_SE_01_T_03_DF_01	NONE	NONE	NONE	NONE	NONE
912	ISW-_E_00001_SE_01_T_03_DF_01	ML	NONE	NONE	NONE	NONE
913	ISW-_E_00001_SE_01_T_03_DF_01	w667	Mh	Mh	Mh	NONE
914	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
915	ISW-_E_00001_SE_01_T_03_DF_01	NONE	NONE	NONE	NONE	NONE
916	ISW-_E_00001_SE_01_T_03_DF_01	MA	NONE	NONE	NONE	NONE
917	ISW-_E_00001_SE_01_T_03_DF_01	w668	Jaja	Jaja	Jaja	NONE
918	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
919	ISW-_E_00001_SE_01_T_03_DF_01	w669	na	na	na	NONE
920	ISW-_E_00001_SE_01_T_03_DF_01	w670	bitte	bitte	bitte	NONE
921	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
922	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
923	ISW-_E_00001_SE_01_T_03_DF_01	w671	es	es	es	NONE
924	ISW-_E_00001_SE_01_T_03_DF_01	w672	gibt	gibt	geben	NONE
925	ISW-_E_00001_SE_01_T_03_DF_01	w673	alles	alles	alle	NONE
926	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
927	ISW-_E_00001_SE_01_T_03_DF_01	w674	überall	überall	überall	NONE
928	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
929	ISW-_E_00001_SE_01_T_03_DF_01	(	NONE	NONE	NONE	NONE
930	ISW-_E_00001_SE_01_T_03_DF_01	w675	KAFFEETASSEN	KAFFEETASSEN	KAFFEETASSEN	NONE
931	ISW-_E_00001_SE_01_T_03_DF_01	w676	KLIRREN	KLIRREN	Klirren	NONE
932	ISW-_E_00001_SE_01_T_03_DF_01	)	NONE	NONE	NONE	NONE
933	ISW-_E_00001_SE_01_T_03_DF_01	(4)	NONE	NONE	NONE	NONE
934	ISW-_E_00001_SE_01_T_03_DF_01	w677	Ja	Ja	ja	NONE
935	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
936	ISW-_E_00001_SE_01_T_03_DF_01	w678	was	was	was	NONE
937	ISW-_E_00001_SE_01_T_03_DF_01	w679	kann	kann	können	NONE
938	ISW-_E_00001_SE_01_T_03_DF_01	w680	ich	ich	ich	NONE
939	ISW-_E_00001_SE_01_T_03_DF_01	w681	Ihnen	Ihnen	Sie	NONE
940	ISW-_E_00001_SE_01_T_03_DF_01	w682	noch	noch	noch	NONE
941	ISW-_E_00001_SE_01_T_03_DF_01	w683	dienen	dienen	dienen	NONE
942	ISW-_E_00001_SE_01_T_03_DF_01	?	NONE	NONE	NONE	NONE
943	ISW-_E_00001_SE_01_T_03_DF_01	w684	Womit	Womit	womit	NONE
944	ISW-_E_00001_SE_01_T_03_DF_01	w685	kann	kann	können	NONE
945	ISW-_E_00001_SE_01_T_03_DF_01	w686	ich	ich	ich	NONE
946	ISW-_E_00001_SE_01_T_03_DF_01	w687	Ihnen	Ihnen	Sie	NONE
947	ISW-_E_00001_SE_01_T_03_DF_01	w688	noch	noch	noch	NONE
948	ISW-_E_00001_SE_01_T_03_DF_01	w689	dienen	dienen	dienen	NONE
949	ISW-_E_00001_SE_01_T_03_DF_01	?	NONE	NONE	NONE	NONE
950	ISW-_E_00001_SE_01_T_03_DF_01	NONE	NONE	NONE	NONE	NONE
951	ISW-_E_00001_SE_01_T_03_DF_01	ML	NONE	NONE	NONE	NONE
952	ISW-_E_00001_SE_01_T_03_DF_01	w690	Ahm	Ahm	ahmen	NONE
953	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
954	ISW-_E_00001_SE_01_T_03_DF_01	w691	Sie	Sie	Sie	NONE
955	ISW-_E_00001_SE_01_T_03_DF_01	w692	haben	haben	haben	NONE
956	ISW-_E_00001_SE_01_T_03_DF_01	w693	ja	ja	ja	NONE
957	ISW-_E_00001_SE_01_T_03_DF_01	w694	erzählt	erzählt	erzählen	NONE
958	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
959	ISW-_E_00001_SE_01_T_03_DF_01	w695	Sie	Sie	Sie	NONE
960	ISW-_E_00001_SE_01_T_03_DF_01	w696	sind	sind	sein	NONE
961	ISW-_E_00001_SE_01_T_03_DF_01	w697	alleine	alleine	alleine	NONE
962	ISW-_E_00001_SE_01_T_03_DF_01	w698	weggegangen	weggegangen	weggehen	NONE
963	ISW-_E_00001_SE_01_T_03_DF_01	w699	aus	aus	aus	NONE
964	ISW-_E_00001_SE_01_T_03_DF_01	w700	Wien	Wien	Wien	B-GPE
965	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
966	ISW-_E_00001_SE_01_T_03_DF_01	w701	Und	Und	und	NONE
967	ISW-_E_00001_SE_01_T_03_DF_01	w702	hatten	hatten	haben	NONE
968	ISW-_E_00001_SE_01_T_03_DF_01	w703	Sie	Sie	Sie	NONE
969	ISW-_E_00001_SE_01_T_03_DF_01	w704	Geschwister	Geschwister	Geschwister	NONE
970	ISW-_E_00001_SE_01_T_03_DF_01	?	NONE	NONE	NONE	NONE
971	ISW-_E_00001_SE_01_T_03_DF_01	NONE	NONE	NONE	NONE	NONE
972	ISW-_E_00001_SE_01_T_03_DF_01	MA	NONE	NONE	NONE	NONE
973	ISW-_E_00001_SE_01_T_03_DF_01	w705	Ja	Ja	ja	NONE
974	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
975	ISW-_E_00001_SE_01_T_03_DF_01	NONE	NONE	NONE	NONE	NONE
976	ISW-_E_00001_SE_01_T_03_DF_01	MA	NONE	NONE	NONE	NONE
977	ISW-_E_00001_SE_01_T_03_DF_01	w706	Ich	Ich	ich	NONE
978	ISW-_E_00001_SE_01_T_03_DF_01	w707	hatte	hatte	haben	NONE
979	ISW-_E_00001_SE_01_T_03_DF_01	w708	einen	einen	eine	NONE
980	ISW-_E_00001_SE_01_T_03_DF_01	w709	Bruder	Bruder	Bruder	NONE
981	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
982	ISW-_E_00001_SE_01_T_03_DF_01	w710	Der	Der	die	NONE
983	ISW-_E_00001_SE_01_T_03_DF_01	w711	ist	ist	sein	NONE
984	ISW-_E_00001_SE_01_T_03_DF_01	w712	leider	leider	leider	NONE
985	ISW-_E_00001_SE_01_T_03_DF_01	w713	gestorben	gestorben	sterben	NONE
986	ISW-_E_00001_SE_01_T_03_DF_01	w714	vor	vor	vor	NONE
987	ISW-_E_00001_SE_01_T_03_DF_01	w715	vier	vier	vier	B-DUR
988	ISW-_E_00001_SE_01_T_03_DF_01	w716	Jahren	Jahren	Jahr	I-DUR
989	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
990	ISW-_E_00001_SE_01_T_03_DF_01	w717	Der	Der	die	NONE
991	ISW-_E_00001_SE_01_T_03_DF_01	w718	ist	ist	sein	NONE
992	ISW-_E_00001_SE_01_T_03_DF_01	w719	nach	nach	nach	NONE
